,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,passage,tags,type
56,56,56,56,56,"3.2 The UK is well prepared for disease outbreaks, having responded to a wide range of infectious disease outbreaks in the recent past, and having undertaken significant preparedness work for an influenza pandemic for well over one decade (eg. our existing plan ‘flu plans¹⁶). Our plans have been regularly tested and updated locally and nationally to ensure they are fit for purpose. This experience provides the basis for an effective response to COVID-19, which can be tailored as more specific information emerges about the virus.
","[{'text': 'infectious disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 87, 'end_span': 105}, {'text': 'influenza', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 195, 'end_span': 204}, {'text': 'flu', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 263, 'end_span': 266}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 449, 'end_span': 457}]",coronavirus
57,57,57,57,57,"3.3 These plans ensure the UK is equipped to deliver a coordinated multi agency response to minimise wider societal impact that could arise from a significant outbreak. An effective response also requires the active participation of a wel informed public and all service providers.
",[],coronavirus
58,58,58,58,58,"3.4 Planning draws on the idea of a “reasonable worst case (RWC)” scenario. This is not a forecast of what is most likely to happen, but will ensure we are ready to respond to a range of scenarios.
",[],coronavirus
59,59,59,59,59,"Planning Principles
",[],coronavirus
60,60,60,60,60,"3.5 In preparing for, and responding to, a serious disease outbreak, the UK and the Devolved Administrations aim to:
• undertake dynamic risk assessments of potential health and other impacts, using the best available scientific advice and evidence to inform decision making
• minimise the potential health impact by slowing spread in the UK and overseas, and reducing infection, illness and death
• minimise the potential impact on society and the UK and global economy, including key public services
• maintain trust and confidence amongst the organisations and people who provide key public services, and those who use them
• ensure dignified treatment of all affected, including those who die
• be active global players - working with the World Health Organization (WHO), the Global Health Security Initiative (GHSI), the European Centre for Disease Prevention and Control (ECDC), and neighbouring countries, in supporting international efforts to detect the emergence of a pandemic and early assessment of the virus by sharing scientific information
• ensure that the agencies responsible for tackling the outbreak are properly resourced to do so, that they have the people, equipment and medicines they need, and that any necessary changes to legislation are taken forward as quickly as possible
• be guided by the evidence, and regularly review research and development needs, in collaboration with research partners, to enhance our pandemic preparedness and response.
",[],coronavirus
61,61,61,61,61,"3.6 The UK Government and the Devolved Administrations have been planning an initial response based on information available at the time, in a context of uncertainty, that can be scaled up and down in response to new information to ensure a flexible and proportionate response.
",[],coronavirus
62,62,62,62,62,"3.7 The fundamental objectives are to deploy phased actions to Contain, Delay, and Mitigate any outbreak, using Research to inform policy development.
",[],coronavirus
63,63,63,63,63,"3.8 The different phases, types and scale of actions depends upon how the course of the outbreak unfolds over time. We monitor local, national and international data continuously to model what might happen next, over the immediate and longer terms.
",[],coronavirus
64,64,64,64,64,"3.9 The overall phases of our plan to respond to COVID-19 are:
• Contain: detect early cases, follow up close contacts, and prevent the disease taking hold in this country for as long as is reasonably possible
• Delay: slow the spread in this country, if it does take hold, lowering the peak impact and pushing it away from the winter season
• Research: better understand the virus and the actions that will lessen its effect on the UK population; innovate responses including diagnostics, drugs and vaccines; use the evidence to inform the development of the most effective models of care
• Mitigate: provide the best care possible for people who become ill, support hospitals to maintain essential services and ensure ongoing support for people ill in the community to minimise the overall impact of the disease on society, public services and on the economy.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 49, 'end_span': 57}]",coronavirus
65,65,65,65,65,"4. Our response to the current coronavirus outbreak
",[],coronavirus
66,66,66,66,66,"Current planning
",[],coronavirus
67,67,67,67,67,"4.1 There is similarity between COVID-19 and influenza (both are respiratory infections), but also some important differences. Consequently, contingency plans developed for pandemic influenza¹⁷, and lessons learned from previous outbreaks, provide a useful starting point for the development of an effective response plan to COVID-19. That plan has been adapted, however, to take account of differences between the two diseases. Annex A sets out the structure for the UK’s response to a disease outbreak.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 32, 'end_span': 40}, {'text': 'influenza', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 45, 'end_span': 54}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 325, 'end_span': 333}]",coronavirus
68,68,68,68,68,"4.2 Our response to COVID-19 is guided by the international situation, the advice of organisations such as the WHO, surveillance, data modelling based on the best available evidence and the recommendations of our expert bodies (Annex B). The Scientific Advisory Group for Emergencies (SAGE) provides expert medical scientific advice. The four UK governments’ Chief Medical Officers (CMOs) continue to advise the health and social care systems across the UK, and government agencies in all parts of the UK involved in responding to this outbreak.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 20, 'end_span': 28}, {'text': 'Group', 'sem_type': 'chemical entity', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_24433', 'start_span': 262, 'end_span': 267}]",coronavirus
69,69,69,69,69,"4.3 System wide response plans for pandemic influenza, focused on the continuity of public and critical services and the stability of the economy, have been adapted for COVID-19, based on the best available scientific evidence and advice. For the latest information on the current situation please refer to:
www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public.
","[{'text': 'influenza', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 44, 'end_span': 53}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 169, 'end_span': 177}]",coronavirus
70,70,70,70,70,"4.4 The nature and scale of the response depends on the course of the disease, which cannot be predicted accurately at this point. As our understanding of the disease increases and its impact becomes clearer, we will issue further detailed advice about what to expect if/when further measures become necessary.
",[],coronavirus
71,71,71,71,71,"The phased response - what we have done so far
",[],coronavirus
72,72,72,72,72,"4.5 As there are already cases in the UK, the current emphasis is on the Contain and Research phases, but planning for Delay and Mitigation is already in train. 
",[],coronavirus
73,73,73,73,73,"The Contain phase - actions to date
",[],coronavirus
74,74,74,74,74,"4.6 Across the whole of the UK, public health agencies and authorities, the NHS, and Health and Social Care NI (HSCNI) have established plans and procedures to detect and isolate the first cases of COVID-19 as they emerge in the UK. Each nation's public health agencies have worked with Border Force, port operators and carriers to enhance port health measures. PHE teams are on site at appropriate international ports, and health advice and information has been widely cascaded, as part of our public communications plan, with appropriate arrangements also put in place in the Devolved Administrations (given that some aspects relating to the arrival of aircraft and shipping are devolved).
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 198, 'end_span': 206}]",coronavirus
75,75,75,75,75,"4.7 Border Force and the Foreign and Commonwealth Office (FCO) have assisted the repatriation of British nationals and their dependents from affected areas overseas. Where foreign nationals in the UK have been unable to return to affected areas, the Home Office have provided support enabling them to remain in the UK.
",[],coronavirus
76,76,76,76,76,"4.8 New regulations introduced in England under public health legislation provide new powers for medical professionals, public health professionals and the police to allow them to detain and direct individuals in quarantined areas at risk or suspected of having the virus. In Scotland Health Boards have powers to place restrictions on the activities of individuals who are known to have the disease, or have been exposed to the disease, and to prohibit them from entering or remaining in any place. Boards may also apply for court orders for quarantine and medical examination. In Wales, local authorities have powers to apply for an order to be made by the Justice of the Peace to isolate, detain or require individuals to undergo medical examination. Similar powers are available to the Public Health Agency in Northern Ireland. Welsh Ministers also have powers to make regulations equivalent to those now in place in England if the level of risk increases.
",[],coronavirus
77,77,77,77,77,"4.9 As part of the port health measures, direct flights arriving into the UK from countries within the UK's CMOs' case definition are required to provide a declaration (General Aircraft Declaration) to airport authorities stating that all their passengers are well, 60 minutes prior to landing. Similarly, The Maritime Health Declaration Form is required for all vessels arriving from any foreign port. For Scotland parallel measures are in place.
",[],coronavirus
78,78,78,78,78,"4.10 The health and social care systems and public health authorities in all parts of the UK have cascaded information widely to all health professionals on steps to take if they identify patients who may have COVID-19.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 210, 'end_span': 218}]",coronavirus
